times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
2310.00000000,0.84111036,1.08916296,0.77581959
2340.00000000,0.85167693,1.09621040,0.77933873
2370.00000000,0.86587243,1.09985526,0.78988937
2400.00000000,0.87272926,1.10287361,0.79372784
2430.00000000,0.87377036,1.10300257,0.79489791
2460.00000000,0.87510610,1.10638256,0.79961363
2490.00000000,0.87526997,1.10768580,0.80075300
2520.00000000,0.87819528,1.11215120,0.80229309
2550.00000000,0.88086474,1.11947600,0.80694843
2580.00000000,0.88205609,1.12969131,0.81835509
2610.00000000,0.88220764,1.13411693,0.82293225
2640.00000000,0.88277123,1.14085192,0.83023082
2670.00000000,0.88445376,1.14778686,0.83548324
2700.00000000,0.88810100,1.15153055,0.83557969
2730.00000000,0.89435664,1.15921100,0.83700450
2760.00000000,0.89825438,1.16960030,0.84349604
2790.00000000,0.90721787,1.18048915,0.84542141
2820.00000000,0.91581847,1.19319111,0.84952277
2850.00000000,0.92478714,1.20495036,0.85231333
2880.00000000,0.93428636,1.21222004,0.85454286
2910.00000000,0.94596618,1.21779852,0.86064420
2940.00000000,0.95523823,1.22275184,0.86496293
2970.00000000,0.96359393,1.23310596,0.86696135
3000.00000000,0.97026243,1.23696584,0.86976997
3030.00000000,0.97857421,1.23766423,0.87878015
3060.00000000,0.98289736,1.23905122,0.88171630
3090.00000000,0.98678769,1.23985971,0.88479815
3120.00000000,0.98686168,1.24036330,0.88522775
3150.00000000,0.98865140,1.24456390,0.88763862
3180.00000000,0.98928729,1.25020795,0.89264679
3210.00000000,0.99345794,1.25943721,0.89770540
3240.00000000,0.99828839,1.27058520,0.90402294
3270.00000000,1.00450255,1.28099362,0.90821720
3300.00000000,1.00553669,1.28330225,0.90949168
3330.00000000,1.00824490,1.28698022,0.91046145
3360.00000000,1.01257627,1.29280914,0.91195900
3390.00000000,1.01968859,1.29761727,0.91426318
3420.00000000,1.02671433,1.30131139,0.91759480
3450.00000000,1.03275766,1.30369235,0.92125716
3480.00000000,1.03899821,1.30540266,0.92578741
3510.00000000,1.04457261,1.30567234,0.93163150
3540.00000000,1.04916235,1.30720009,0.93774898
3570.00000000,1.05270033,1.30728644,0.94137330
3600.00000000,1.05502665,1.30998383,0.94639702
