times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
1500.00000000,0.00262857,0.00227418,0.00462622
1530.00000000,0.00268296,0.00232949,0.00484561
1560.00000000,0.00279157,0.00235814,0.00509443
1590.00000000,0.00293553,0.00237253,0.00534379
1620.00000000,0.00296602,0.00239115,0.00544055
1650.00000000,0.00296668,0.00252851,0.00555954
1680.00000000,0.00297458,0.00258896,0.00567159
1710.00000000,0.00298131,0.00277535,0.00579386
1740.00000000,0.00298885,0.00294463,0.00589923
1770.00000000,0.00299534,0.00332306,0.00618504
1800.00000000,0.00303115,0.00363338,0.00632034
1830.00000000,0.00303116,0.00379612,0.00648084
1860.00000000,0.00304455,0.00393959,0.00655002
1890.00000000,0.00309056,0.00412941,0.00659894
1920.00000000,0.00319248,0.00450217,0.00668380
1950.00000000,0.00354340,0.00497454,0.00669280
1980.00000000,0.00378923,0.00522573,0.00669283
2010.00000000,0.00394953,0.00541780,0.00669427
2040.00000000,0.00403003,0.00544244,0.00671034
2070.00000000,0.00412142,0.00549104,0.00671704
2100.00000000,0.00415426,0.00549493,0.00673117
2130.00000000,0.00415627,0.00549646,0.00673120
2160.00000000,0.00415827,0.00549802,0.00673123
2190.00000000,0.00416370,0.00550445,0.00675489
2220.00000000,0.00419014,0.00551069,0.00681327
2250.00000000,0.00419015,0.00552055,0.00682371
2280.00000000,0.00419162,0.00552079,0.00682423
2310.00000000,0.00419167,0.00552272,0.00682560
2340.00000000,0.00419186,0.00552860,0.00682954
2370.00000000,0.00422162,0.00553556,0.00683748
2400.00000000,0.00425563,0.00554066,0.00685023
2430.00000000,0.00428162,0.00554280,0.00686346
2460.00000000,0.00432533,0.00556815,0.00686595
2490.00000000,0.00453935,0.00566082,0.00689098
2520.00000000,0.00479520,0.00569496,0.00699405
2550.00000000,0.00495170,0.00570807,0.00707306
2580.00000000,0.00501524,0.00571959,0.00709401
2610.00000000,0.00501657,0.00572666,0.00710856
2640.00000000,0.00501658,0.00574000,0.00712155
2670.00000000,0.00501950,0.00574028,0.00712295
2700.00000000,0.00501986,0.00574092,0.00712299
2730.00000000,0.00502244,0.00574422,0.00712304
2760.00000000,0.00505130,0.00574651,0.00713794
2790.00000000,0.00519157,0.00577003,0.00718685
2820.00000000,0.00536728,0.00577393,0.00731408
2850.00000000,0.00543224,0.00577393,0.00737929
2880.00000000,0.00550821,0.00577860,0.00742226
2910.00000000,0.00552399,0.00578558,0.00746598
2940.00000000,0.00561136,0.00578584,0.00754407
2970.00000000,0.00562707,0.00579274,0.00754586
3000.00000000,0.00562717,0.00580016,0.00755502
3030.00000000,0.00562726,0.00580024,0.00755502
3060.00000000,0.00563706,0.00580668,0.00755537
3090.00000000,0.00564791,0.00581345,0.00755585
3120.00000000,0.00566400,0.00581400,0.00757845
3150.00000000,0.00569106,0.00581400,0.00760614
3180.00000000,0.00572961,0.00581792,0.00767318
3210.00000000,0.00574900,0.00583238,0.00774051
3240.00000000,0.00576030,0.00583366,0.00776072
3270.00000000,0.00577667,0.00583390,0.00778121
3300.00000000,0.00581813,0.00583926,0.00779821
3330.00000000,0.00584100,0.00585873,0.00779835
3360.00000000,0.00588798,0.00588867,0.00780026
3390.00000000,0.00592690,0.00590768,0.00780379
3420.00000000,0.00598482,0.00595532,0.00780429
3450.00000000,0.00603676,0.00599781,0.00780477
3480.00000000,0.00604796,0.00600269,0.00780606
3510.00000000,0.00610205,0.00601936,0.00781676
3540.00000000,0.00613862,0.00602068,0.00784076
3570.00000000,0.00613922,0.00602239,0.00784512
3600.00000000,0.00613973,0.00602368,0.00784853
