times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
2970.00000000,0.00128703,0.00178607,0.00125992
3000.00000000,0.00131559,0.00178657,0.00128144
3030.00000000,0.00139569,0.00179162,0.00132637
3060.00000000,0.00140395,0.00179556,0.00134999
3090.00000000,0.00140829,0.00179573,0.00135279
3120.00000000,0.00141968,0.00179844,0.00135578
3150.00000000,0.00142442,0.00180189,0.00135588
3180.00000000,0.00142837,0.00180485,0.00135595
3210.00000000,0.00143269,0.00181254,0.00135643
3240.00000000,0.00143342,0.00181978,0.00135981
3270.00000000,0.00146182,0.00184466,0.00135993
3300.00000000,0.00148155,0.00185844,0.00136046
3330.00000000,0.00150195,0.00186186,0.00136757
3360.00000000,0.00151678,0.00186439,0.00137268
3390.00000000,0.00152841,0.00186559,0.00137806
3420.00000000,0.00154053,0.00186561,0.00139118
3450.00000000,0.00154330,0.00186834,0.00140220
3480.00000000,0.00154430,0.00186956,0.00140660
3510.00000000,0.00154822,0.00186975,0.00141248
3540.00000000,0.00155671,0.00186980,0.00142234
3570.00000000,0.00156237,0.00186983,0.00142728
3600.00000000,0.00156244,0.00186999,0.00142730
