times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
1680.00000000,0.00353440,0.00208696,0.00274147,0.00108707
1710.00000000,0.00353519,0.00208711,0.00274441,0.00109197
1740.00000000,0.00357497,0.00209354,0.00274504,0.00110082
1770.00000000,0.00358205,0.00210175,0.00275300,0.00110767
1800.00000000,0.00358334,0.00211467,0.00279717,0.00111134
1830.00000000,0.00360699,0.00211759,0.00285373,0.00111225
1860.00000000,0.00361151,0.00214999,0.00289589,0.00111400
1890.00000000,0.00361162,0.00218226,0.00292940,0.00111419
1920.00000000,0.00361163,0.00218811,0.00292963,0.00111847
1950.00000000,0.00361168,0.00218884,0.00293304,0.00112693
1980.00000000,0.00361831,0.00220769,0.00293479,0.00112713
2010.00000000,0.00364817,0.00221834,0.00293978,0.00112713
2040.00000000,0.00366044,0.00221951,0.00294122,0.00112861
2070.00000000,0.00366044,0.00223631,0.00294818,0.00113062
2100.00000000,0.00366415,0.00224915,0.00296153,0.00113406
2130.00000000,0.00368550,0.00225478,0.00296164,0.00114069
2160.00000000,0.00375700,0.00229268,0.00296231,0.00115041
2190.00000000,0.00376186,0.00229432,0.00296231,0.00115139
2220.00000000,0.00376344,0.00229557,0.00296858,0.00115837
2250.00000000,0.00376348,0.00229562,0.00296988,0.00115891
2280.00000000,0.00376576,0.00229660,0.00296994,0.00116641
2310.00000000,0.00376998,0.00229760,0.00297576,0.00116682
2340.00000000,0.00377235,0.00230264,0.00298352,0.00116782
2370.00000000,0.00377397,0.00230441,0.00298621,0.00117069
2400.00000000,0.00378112,0.00230492,0.00299585,0.00117201
2430.00000000,0.00382646,0.00231549,0.00301368,0.00117256
2460.00000000,0.00384345,0.00231629,0.00301578,0.00117573
2490.00000000,0.00387685,0.00233340,0.00301730,0.00118398
2520.00000000,0.00388909,0.00234479,0.00301960,0.00118667
2550.00000000,0.00389076,0.00234479,0.00302152,0.00118669
2580.00000000,0.00389841,0.00235465,0.00302267,0.00118718
2610.00000000,0.00394220,0.00238424,0.00302358,0.00119172
2640.00000000,0.00403438,0.00243642,0.00302708,0.00120977
2670.00000000,0.00409154,0.00245408,0.00302963,0.00121288
2700.00000000,0.00413804,0.00247199,0.00303151,0.00121436
2730.00000000,0.00414028,0.00247665,0.00304653,0.00122470
2760.00000000,0.00416469,0.00247917,0.00305033,0.00125280
2790.00000000,0.00417833,0.00249497,0.00305661,0.00125775
2820.00000000,0.00418219,0.00251761,0.00307149,0.00125889
2850.00000000,0.00418518,0.00256704,0.00310133,0.00125891
2880.00000000,0.00418579,0.00259812,0.00311137,0.00126157
2910.00000000,0.00418865,0.00261179,0.00311568,0.00126158
2940.00000000,0.00419075,0.00262160,0.00311699,0.00126187
2970.00000000,0.00420733,0.00263550,0.00311751,0.00126300
3000.00000000,0.00421825,0.00264382,0.00311873,0.00126533
3030.00000000,0.00424739,0.00266168,0.00311993,0.00127046
3060.00000000,0.00426589,0.00267079,0.00311996,0.00127256
3090.00000000,0.00426852,0.00267348,0.00312011,0.00127273
3120.00000000,0.00426886,0.00267369,0.00312393,0.00127356
3150.00000000,0.00427362,0.00267409,0.00312767,0.00127434
3180.00000000,0.00427393,0.00267410,0.00312864,0.00127643
3210.00000000,0.00427399,0.00267504,0.00312930,0.00127644
3240.00000000,0.00427410,0.00267557,0.00314268,0.00128315
3270.00000000,0.00428160,0.00267761,0.00314561,0.00128331
3300.00000000,0.00429066,0.00268579,0.00314569,0.00128333
3330.00000000,0.00429107,0.00268804,0.00314610,0.00128338
3360.00000000,0.00429126,0.00268811,0.00314622,0.00128341
3390.00000000,0.00429128,0.00268926,0.00315146,0.00128518
3420.00000000,0.00429234,0.00268926,0.00315252,0.00128519
3450.00000000,0.00429314,0.00268991,0.00315909,0.00129129
3480.00000000,0.00430556,0.00269226,0.00316446,0.00129140
3510.00000000,0.00431106,0.00269228,0.00317182,0.00129166
3540.00000000,0.00431564,0.00269229,0.00317345,0.00129219
3570.00000000,0.00431645,0.00269275,0.00317378,0.00129283
3600.00000000,0.00431961,0.00269277,0.00317379,0.00129594
