times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
2370.00000000,0.02393846,0.02071978,0.00946151
2400.00000000,0.02394549,0.02088133,0.00969746
2430.00000000,0.02394578,0.02115896,0.00995740
2460.00000000,0.02396904,0.02161666,0.01023201
2490.00000000,0.02413433,0.02194522,0.01025978
2520.00000000,0.02427209,0.02211608,0.01026156
2550.00000000,0.02439115,0.02223715,0.01026157
2580.00000000,0.02452415,0.02252229,0.01029023
2610.00000000,0.02454778,0.02269290,0.01035748
2640.00000000,0.02454890,0.02272951,0.01038242
2670.00000000,0.02455895,0.02276460,0.01039001
2700.00000000,0.02459445,0.02283567,0.01039612
2730.00000000,0.02462898,0.02285692,0.01039772
2760.00000000,0.02465305,0.02285915,0.01040938
2790.00000000,0.02465343,0.02286661,0.01042058
2820.00000000,0.02466145,0.02287645,0.01045619
2850.00000000,0.02466445,0.02292387,0.01053048
2880.00000000,0.02466451,0.02292941,0.01053494
2910.00000000,0.02467575,0.02297427,0.01054613
2940.00000000,0.02468703,0.02298239,0.01058466
2970.00000000,0.02468862,0.02299181,0.01060341
3000.00000000,0.02470483,0.02301757,0.01060452
3030.00000000,0.02471454,0.02301770,0.01061216
3060.00000000,0.02471592,0.02302375,0.01061381
3090.00000000,0.02476211,0.02306586,0.01061390
3120.00000000,0.02480517,0.02312431,0.01061507
3150.00000000,0.02481306,0.02314310,0.01061740
3180.00000000,0.02484249,0.02319017,0.01061946
3210.00000000,0.02490332,0.02331548,0.01063099
3240.00000000,0.02494804,0.02335107,0.01063151
3270.00000000,0.02496068,0.02336214,0.01063156
3300.00000000,0.02497068,0.02336214,0.01064186
3330.00000000,0.02501921,0.02337241,0.01065601
3360.00000000,0.02509056,0.02337262,0.01071984
3390.00000000,0.02512055,0.02337475,0.01076793
3420.00000000,0.02514724,0.02337587,0.01080670
3450.00000000,0.02516656,0.02337587,0.01082643
3480.00000000,0.02516902,0.02340458,0.01087441
3510.00000000,0.02517452,0.02341618,0.01090748
3540.00000000,0.02521510,0.02341958,0.01097496
3570.00000000,0.02522363,0.02343354,0.01101928
3600.00000000,0.02522762,0.02344737,0.01102224
