times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
1650.00000000,0.01811338,0.02024066,0.00877279
1680.00000000,0.01817489,0.02083446,0.00904587
1710.00000000,0.01820813,0.02150934,0.00945442
1740.00000000,0.01847982,0.02157130,0.00952857
1770.00000000,0.01853531,0.02158132,0.00964124
1800.00000000,0.01866398,0.02158139,0.00976388
1830.00000000,0.01866637,0.02159911,0.00977097
1860.00000000,0.01869216,0.02161788,0.00977153
1890.00000000,0.01887696,0.02163899,0.00985253
1920.00000000,0.01914172,0.02164293,0.01005662
1950.00000000,0.01914639,0.02164707,0.01007422
1980.00000000,0.01923041,0.02187265,0.01010848
2010.00000000,0.01927269,0.02198661,0.01012589
2040.00000000,0.01929560,0.02210420,0.01016258
2070.00000000,0.01929683,0.02230702,0.01039822
2100.00000000,0.01929745,0.02264706,0.01076793
2130.00000000,0.01941636,0.02313083,0.01089093
2160.00000000,0.01946442,0.02347035,0.01102303
2190.00000000,0.01958015,0.02405425,0.01120275
2220.00000000,0.01958422,0.02429755,0.01138719
2250.00000000,0.01958948,0.02442419,0.01146749
2280.00000000,0.01961689,0.02472728,0.01161569
2310.00000000,0.01989890,0.02484463,0.01165121
2340.00000000,0.02013220,0.02490018,0.01171238
2370.00000000,0.02021873,0.02496821,0.01171349
2400.00000000,0.02022259,0.02497278,0.01173032
2430.00000000,0.02024615,0.02497321,0.01176072
2460.00000000,0.02025564,0.02497480,0.01176404
2490.00000000,0.02026870,0.02497485,0.01177546
2520.00000000,0.02027895,0.02498317,0.01177556
2550.00000000,0.02033018,0.02500327,0.01178271
2580.00000000,0.02033785,0.02506480,0.01180846
2610.00000000,0.02035234,0.02507044,0.01184665
2640.00000000,0.02035249,0.02512896,0.01191133
2670.00000000,0.02036912,0.02512936,0.01193352
2700.00000000,0.02038034,0.02513261,0.01193591
2730.00000000,0.02056239,0.02532705,0.01193611
2760.00000000,0.02113170,0.02569388,0.01195827
2790.00000000,0.02125857,0.02575006,0.01197247
2820.00000000,0.02131093,0.02575373,0.01200077
2850.00000000,0.02133057,0.02575886,0.01204562
2880.00000000,0.02137552,0.02576062,0.01211010
2910.00000000,0.02141603,0.02583778,0.01233962
2940.00000000,0.02142854,0.02611167,0.01250895
2970.00000000,0.02143111,0.02615916,0.01253693
3000.00000000,0.02164935,0.02629633,0.01254630
3030.00000000,0.02166163,0.02629931,0.01254946
3060.00000000,0.02168495,0.02650296,0.01263860
3090.00000000,0.02176192,0.02666130,0.01265312
3120.00000000,0.02194896,0.02683843,0.01265325
3150.00000000,0.02198807,0.02692246,0.01266174
3180.00000000,0.02198937,0.02692632,0.01266242
3210.00000000,0.02203883,0.02693552,0.01267841
3240.00000000,0.02209979,0.02695733,0.01268826
3270.00000000,0.02224320,0.02705869,0.01269190
3300.00000000,0.02248434,0.02715542,0.01272431
3330.00000000,0.02267634,0.02722360,0.01275566
3360.00000000,0.02279027,0.02725611,0.01278039
3390.00000000,0.02311218,0.02746354,0.01279292
3420.00000000,0.02330715,0.02759255,0.01279970
3450.00000000,0.02333622,0.02759691,0.01281061
3480.00000000,0.02333933,0.02761420,0.01284569
3510.00000000,0.02334517,0.02763735,0.01289793
3540.00000000,0.02334696,0.02764660,0.01291711
3570.00000000,0.02334959,0.02769860,0.01299512
3600.00000000,0.02338620,0.02798375,0.01311253
