times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
2100.00000000,0.83481541,1.03462310,0.90223276
2130.00000000,0.83938529,1.03799875,0.90342699
2160.00000000,0.85477609,1.04383944,0.92465847
2190.00000000,0.86574662,1.05400104,0.94579061
2220.00000000,0.86713699,1.06815803,0.96133797
2250.00000000,0.87091898,1.07536790,0.96476586
2280.00000000,0.87480429,1.07910423,0.96491483
2310.00000000,0.88540393,1.08115910,0.97345959
2340.00000000,0.89475179,1.08413150,0.97983505
2370.00000000,0.90586923,1.09013993,0.99696092
2400.00000000,0.91338449,1.09924974,1.01358598
2430.00000000,0.92540980,1.11491046,1.04127201
2460.00000000,0.93528870,1.12060714,1.05684759
2490.00000000,0.94139566,1.12469926,1.05886243
2520.00000000,0.94501394,1.13368903,1.07147048
2550.00000000,0.95334973,1.13849156,1.08460879
2580.00000000,0.96456824,1.14514033,1.08917852
2610.00000000,0.97850529,1.15744048,1.09081544
2640.00000000,0.99240471,1.16971621,1.09243914
2670.00000000,1.00412541,1.17905226,1.09482379
2700.00000000,1.01431432,1.18485218,1.09921278
2730.00000000,1.01908724,1.18607855,1.10521208
2760.00000000,1.02562258,1.18766162,1.11333049
2790.00000000,1.02562929,1.19183518,1.11751076
2820.00000000,1.02907982,1.20243200,1.13155812
2850.00000000,1.03891114,1.20321642,1.14217386
2880.00000000,1.03949693,1.20905490,1.14859813
2910.00000000,1.04002531,1.21193184,1.15200344
2940.00000000,1.04384496,1.21290370,1.15679495
2970.00000000,1.05385397,1.21740870,1.17130896
3000.00000000,1.06014106,1.21787827,1.17712648
3030.00000000,1.06636144,1.22389293,1.18936150
3060.00000000,1.07587805,1.22861599,1.20360117
3090.00000000,1.08505297,1.23925733,1.22341743
3120.00000000,1.08646871,1.25929116,1.24203554
3150.00000000,1.08849734,1.26911887,1.24983462
3180.00000000,1.09499081,1.28013824,1.25436052
3210.00000000,1.09831156,1.28999439,1.26089592
3240.00000000,1.09906622,1.29212818,1.26227505
3270.00000000,1.10062986,1.30253908,1.27424960
3300.00000000,1.10107245,1.31228417,1.28355209
3330.00000000,1.10311799,1.31249125,1.28539056
3360.00000000,1.10359932,1.31569927,1.28907990
3390.00000000,1.11050894,1.31654013,1.29683038
3420.00000000,1.11052403,1.31730799,1.29761334
3450.00000000,1.11332171,1.31917915,1.29853986
3480.00000000,1.11412634,1.31968711,1.29985246
3510.00000000,1.11936024,1.32591076,1.30084221
3540.00000000,1.12412143,1.32678464,1.30647729
3570.00000000,1.12708568,1.32851244,1.31116933
3600.00000000,1.13297383,1.33510228,1.32364732
