times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
2850.00000000,0.53615363,0.57474894,0.41005596
2880.00000000,0.53662706,0.58269671,0.41847717
2910.00000000,0.53808598,0.58820720,0.42252874
2940.00000000,0.53986991,0.59126767,0.42380528
2970.00000000,0.54345170,0.59609055,0.42504637
3000.00000000,0.54377222,0.59929468,0.42792999
3030.00000000,0.54415014,0.60294828,0.43120567
3060.00000000,0.54721980,0.60675002,0.43193775
3090.00000000,0.55043194,0.60980155,0.43209835
3120.00000000,0.55251243,0.61241094,0.43262726
3150.00000000,0.55532804,0.61724619,0.43464688
3180.00000000,0.55974326,0.62486898,0.43785446
3210.00000000,0.56689479,0.63190557,0.43796940
3240.00000000,0.57640422,0.63827728,0.44110712
3270.00000000,0.58286831,0.64358708,0.44226141
3300.00000000,0.58671747,0.64822188,0.44304707
3330.00000000,0.59006058,0.65071422,0.44389783
3360.00000000,0.59136150,0.65262298,0.44450567
3390.00000000,0.59254444,0.65673532,0.44743506
3420.00000000,0.59605800,0.66041153,0.44759773
3450.00000000,0.60011797,0.66195803,0.45011120
3480.00000000,0.60476268,0.66225036,0.45446358
3510.00000000,0.61082288,0.66416185,0.45861229
3540.00000000,0.61279733,0.66629425,0.46271916
3570.00000000,0.61424061,0.66722582,0.46323088
3600.00000000,0.61482485,0.66739465,0.46364628
