times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
1110.00000000,0.00444044,0.00297004,0.00549425,0.00074008
1140.00000000,0.00445191,0.00297013,0.00549447,0.00075280
1170.00000000,0.00445653,0.00297891,0.00551555,0.00075307
1200.00000000,0.00450251,0.00309371,0.00553106,0.00075307
1230.00000000,0.00450964,0.00311552,0.00561823,0.00075705
1260.00000000,0.00452026,0.00314803,0.00562766,0.00075744
1290.00000000,0.00452054,0.00316360,0.00563077,0.00076479
1320.00000000,0.00452363,0.00316693,0.00564261,0.00076481
1350.00000000,0.00453218,0.00316925,0.00569417,0.00077228
1380.00000000,0.00471017,0.00317925,0.00579543,0.00077230
1410.00000000,0.00483645,0.00317990,0.00586359,0.00077702
1440.00000000,0.00500178,0.00320323,0.00590831,0.00077882
1470.00000000,0.00521298,0.00326953,0.00592843,0.00078245
1500.00000000,0.00528758,0.00333974,0.00593574,0.00078843
1530.00000000,0.00549827,0.00341142,0.00605386,0.00081166
1560.00000000,0.00554606,0.00348988,0.00605587,0.00082299
1590.00000000,0.00563693,0.00354496,0.00606466,0.00082372
1620.00000000,0.00579499,0.00359468,0.00608096,0.00082592
1650.00000000,0.00602741,0.00367153,0.00608646,0.00084301
1680.00000000,0.00620598,0.00371705,0.00608681,0.00087930
1710.00000000,0.00620606,0.00371798,0.00608708,0.00088074
1740.00000000,0.00621041,0.00376228,0.00610286,0.00088110
1770.00000000,0.00633235,0.00391489,0.00610696,0.00089222
1800.00000000,0.00650464,0.00411434,0.00611452,0.00089530
1830.00000000,0.00663834,0.00420233,0.00611460,0.00090136
1860.00000000,0.00668880,0.00427767,0.00611904,0.00090164
1890.00000000,0.00675905,0.00433578,0.00612105,0.00090637
1920.00000000,0.00677286,0.00445337,0.00617538,0.00090643
1950.00000000,0.00677407,0.00462809,0.00625286,0.00091742
1980.00000000,0.00679620,0.00481160,0.00629278,0.00092380
2010.00000000,0.00685466,0.00502371,0.00631035,0.00093122
2040.00000000,0.00690365,0.00510171,0.00632588,0.00093566
2070.00000000,0.00690365,0.00510308,0.00634872,0.00094824
2100.00000000,0.00690366,0.00511829,0.00640895,0.00096254
2130.00000000,0.00690945,0.00511874,0.00643963,0.00096861
2160.00000000,0.00693171,0.00512204,0.00647851,0.00096870
2190.00000000,0.00694573,0.00513157,0.00649502,0.00097636
2220.00000000,0.00704721,0.00513674,0.00651605,0.00098670
2250.00000000,0.00705122,0.00515793,0.00656484,0.00100592
2280.00000000,0.00707678,0.00518700,0.00677538,0.00102243
2310.00000000,0.00728138,0.00518790,0.00696320,0.00102482
2340.00000000,0.00737915,0.00521533,0.00717945,0.00102500
2370.00000000,0.00753169,0.00521535,0.00728938,0.00102901
2400.00000000,0.00768233,0.00522883,0.00731651,0.00104053
2430.00000000,0.00775740,0.00523716,0.00732439,0.00104934
2460.00000000,0.00791280,0.00524186,0.00735303,0.00107382
2490.00000000,0.00802204,0.00524190,0.00737779,0.00110189
2520.00000000,0.00805612,0.00527612,0.00743848,0.00111709
2550.00000000,0.00806554,0.00539633,0.00752746,0.00113825
2580.00000000,0.00808118,0.00550539,0.00754038,0.00114662
2610.00000000,0.00818473,0.00568353,0.00754059,0.00115395
2640.00000000,0.00819918,0.00581007,0.00754436,0.00118428
2670.00000000,0.00820974,0.00595212,0.00755834,0.00120858
2700.00000000,0.00821870,0.00609353,0.00759442,0.00121694
2730.00000000,0.00821944,0.00615011,0.00761249,0.00123398
2760.00000000,0.00822555,0.00615413,0.00761450,0.00123489
2790.00000000,0.00822759,0.00615604,0.00761934,0.00123527
2820.00000000,0.00824095,0.00615847,0.00761948,0.00124137
2850.00000000,0.00824226,0.00618222,0.00762915,0.00124175
2880.00000000,0.00826287,0.00623573,0.00765023,0.00124505
2910.00000000,0.00826895,0.00633069,0.00773538,0.00124884
2940.00000000,0.00826896,0.00643666,0.00785579,0.00124916
2970.00000000,0.00827036,0.00646593,0.00789636,0.00124921
3000.00000000,0.00827100,0.00650306,0.00792863,0.00125067
3030.00000000,0.00827156,0.00653922,0.00797555,0.00125068
3060.00000000,0.00827308,0.00657503,0.00801418,0.00125169
3090.00000000,0.00829090,0.00658395,0.00803974,0.00125632
3120.00000000,0.00829218,0.00660526,0.00804815,0.00125666
3150.00000000,0.00829671,0.00661457,0.00805360,0.00126729
3180.00000000,0.00829776,0.00661692,0.00807204,0.00127031
3210.00000000,0.00830195,0.00662197,0.00809142,0.00127032
3240.00000000,0.00831094,0.00662284,0.00810641,0.00127032
3270.00000000,0.00831096,0.00662958,0.00812179,0.00127174
3300.00000000,0.00831096,0.00663432,0.00812241,0.00127360
3330.00000000,0.00831404,0.00663713,0.00812317,0.00127422
3360.00000000,0.00831647,0.00665394,0.00812473,0.00127589
3390.00000000,0.00832536,0.00665643,0.00812538,0.00128079
3420.00000000,0.00833405,0.00665942,0.00812566,0.00128127
3450.00000000,0.00833650,0.00666114,0.00813024,0.00128482
3480.00000000,0.00834973,0.00666256,0.00814455,0.00128592
3510.00000000,0.00836086,0.00666894,0.00814826,0.00130140
3540.00000000,0.00836153,0.00667541,0.00814874,0.00131783
3570.00000000,0.00837992,0.00668976,0.00816150,0.00132726
3600.00000000,0.00838508,0.00669162,0.00817138,0.00133225
