times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
2250.00000000,0.01153519,0.01056135,0.00572508,0.00123649
2280.00000000,0.01153532,0.01056836,0.00582458,0.00129573
2310.00000000,0.01159587,0.01056972,0.00586260,0.00129594
2340.00000000,0.01184436,0.01057947,0.00599793,0.00129695
2370.00000000,0.01192244,0.01058222,0.00607874,0.00130023
2400.00000000,0.01194958,0.01058225,0.00609325,0.00130175
2430.00000000,0.01195834,0.01058231,0.00609450,0.00130609
2460.00000000,0.01198085,0.01059410,0.00609552,0.00131147
2490.00000000,0.01202796,0.01062277,0.00609552,0.00131386
2520.00000000,0.01203292,0.01062397,0.00609973,0.00131471
2550.00000000,0.01204396,0.01062397,0.00610302,0.00131698
2580.00000000,0.01206390,0.01064077,0.00610481,0.00131988
2610.00000000,0.01211612,0.01066678,0.00611702,0.00135147
2640.00000000,0.01212822,0.01067441,0.00613819,0.00137975
2670.00000000,0.01214300,0.01067832,0.00613822,0.00138383
2700.00000000,0.01215877,0.01068474,0.00617278,0.00138422
2730.00000000,0.01216052,0.01072828,0.00619093,0.00139764
2760.00000000,0.01216063,0.01073500,0.00619225,0.00141420
2790.00000000,0.01218784,0.01075619,0.00619232,0.00141433
2820.00000000,0.01218891,0.01077358,0.00621322,0.00141640
2850.00000000,0.01219145,0.01079046,0.00626131,0.00141792
2880.00000000,0.01220105,0.01079225,0.00629666,0.00143544
2910.00000000,0.01220907,0.01080547,0.00631691,0.00144910
2940.00000000,0.01227051,0.01089363,0.00639450,0.00150178
2970.00000000,0.01228190,0.01090276,0.00646010,0.00150467
3000.00000000,0.01228559,0.01095741,0.00652310,0.00150656
3030.00000000,0.01229540,0.01097973,0.00657284,0.00150721
3060.00000000,0.01230601,0.01101923,0.00661706,0.00151558
3090.00000000,0.01231029,0.01117327,0.00666350,0.00152803
3120.00000000,0.01236354,0.01123123,0.00666388,0.00152890
3150.00000000,0.01243166,0.01128695,0.00666909,0.00153113
3180.00000000,0.01249325,0.01142950,0.00667618,0.00153318
3210.00000000,0.01249330,0.01147791,0.00669671,0.00153803
3240.00000000,0.01249340,0.01152379,0.00671784,0.00154423
3270.00000000,0.01249667,0.01156267,0.00674277,0.00154455
3300.00000000,0.01249918,0.01156746,0.00676852,0.00154624
3330.00000000,0.01250483,0.01162423,0.00679902,0.00154638
3360.00000000,0.01250815,0.01167717,0.00682417,0.00154657
3390.00000000,0.01250841,0.01175451,0.00695805,0.00155169
3420.00000000,0.01251044,0.01186013,0.00712417,0.00155309
3450.00000000,0.01251050,0.01198987,0.00723701,0.00155409
3480.00000000,0.01251054,0.01208983,0.00734330,0.00155410
3510.00000000,0.01251077,0.01218410,0.00742382,0.00155556
3540.00000000,0.01251261,0.01229745,0.00746252,0.00156496
3570.00000000,0.01251751,0.01237683,0.00747596,0.00157415
3600.00000000,0.01251783,0.01239636,0.00748013,0.00157742
