times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
2250.00000000,0.01228986,0.01561931,0.00723829
2280.00000000,0.01248320,0.01564365,0.00731876
2310.00000000,0.01257178,0.01571169,0.00732011
2340.00000000,0.01257940,0.01572468,0.00732082
2370.00000000,0.01258905,0.01580952,0.00735809
2400.00000000,0.01261089,0.01593963,0.00740343
2430.00000000,0.01261820,0.01602759,0.00744797
2460.00000000,0.01261850,0.01608266,0.00751138
2490.00000000,0.01261961,0.01614983,0.00759692
2520.00000000,0.01262089,0.01616399,0.00760384
2550.00000000,0.01262333,0.01619828,0.00762228
2580.00000000,0.01263013,0.01621953,0.00762629
2610.00000000,0.01263014,0.01623066,0.00763681
2640.00000000,0.01263076,0.01623131,0.00763681
2670.00000000,0.01264404,0.01623171,0.00765507
2700.00000000,0.01265041,0.01623171,0.00766149
2730.00000000,0.01265044,0.01623344,0.00766376
2760.00000000,0.01265089,0.01623376,0.00766527
2790.00000000,0.01266203,0.01623411,0.00767283
2820.00000000,0.01266432,0.01623472,0.00767809
2850.00000000,0.01266472,0.01623509,0.00767966
2880.00000000,0.01266498,0.01624042,0.00768289
2910.00000000,0.01267582,0.01627076,0.00768780
2940.00000000,0.01269650,0.01628151,0.00768941
2970.00000000,0.01269680,0.01628160,0.00769011
3000.00000000,0.01269682,0.01628305,0.00769196
3030.00000000,0.01280127,0.01628707,0.00784143
3060.00000000,0.01283579,0.01631476,0.00796547
3090.00000000,0.01283799,0.01644673,0.00813369
3120.00000000,0.01284030,0.01659586,0.00824799
3150.00000000,0.01285634,0.01673657,0.00830973
3180.00000000,0.01289710,0.01680933,0.00831433
3210.00000000,0.01292974,0.01681765,0.00832234
3240.00000000,0.01294461,0.01681811,0.00833244
3270.00000000,0.01300491,0.01682815,0.00845200
3300.00000000,0.01301896,0.01684637,0.00851626
3330.00000000,0.01302110,0.01687080,0.00852837
3360.00000000,0.01302169,0.01687216,0.00853210
3390.00000000,0.01302197,0.01688916,0.00854498
3420.00000000,0.01302221,0.01689226,0.00855007
3450.00000000,0.01302248,0.01689423,0.00855377
3480.00000000,0.01302398,0.01689998,0.00855515
3510.00000000,0.01303083,0.01691673,0.00860018
3540.00000000,0.01304462,0.01691753,0.00862137
3570.00000000,0.01304513,0.01692003,0.00862212
3600.00000000,0.01304655,0.01693216,0.00864398
