times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
2910.00000000,0.01054728,0.01105671,0.01047379
2940.00000000,0.01054969,0.01108257,0.01048626
2970.00000000,0.01054969,0.01109086,0.01049450
3000.00000000,0.01055324,0.01109660,0.01051282
3030.00000000,0.01057025,0.01111232,0.01057826
3060.00000000,0.01057189,0.01114653,0.01059915
3090.00000000,0.01058804,0.01120753,0.01061353
3120.00000000,0.01068816,0.01124391,0.01062933
3150.00000000,0.01075889,0.01127611,0.01063681
3180.00000000,0.01081934,0.01129439,0.01064905
3210.00000000,0.01084007,0.01129682,0.01068640
3240.00000000,0.01085578,0.01130555,0.01073426
3270.00000000,0.01085802,0.01131096,0.01074886
3300.00000000,0.01085807,0.01131096,0.01074888
3330.00000000,0.01086058,0.01131474,0.01076134
3360.00000000,0.01086239,0.01133328,0.01077010
3390.00000000,0.01088031,0.01133510,0.01077844
3420.00000000,0.01088031,0.01134071,0.01078412
3450.00000000,0.01089569,0.01134081,0.01080209
3480.00000000,0.01090194,0.01136860,0.01086246
3510.00000000,0.01090490,0.01137511,0.01088073
3540.00000000,0.01090586,0.01139579,0.01089347
3570.00000000,0.01092213,0.01142544,0.01089547
3600.00000000,0.01093462,0.01144252,0.01089582
