times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
960.00000000,0.21501693,0.18671057,0.13272216,0.05238740
990.00000000,0.21965007,0.18761510,0.13982528,0.05576191
1020.00000000,0.22970020,0.19025721,0.14850006,0.05702868
1050.00000000,0.23616207,0.19048491,0.15422366,0.05799465
1080.00000000,0.23975576,0.19246687,0.15516274,0.06054547
1110.00000000,0.24392169,0.19506819,0.16102387,0.06145159
1140.00000000,0.24454347,0.20045491,0.16504490,0.06343906
1170.00000000,0.24546998,0.20944820,0.17420442,0.06453180
1200.00000000,0.25183308,0.21402444,0.17551854,0.06500455
1230.00000000,0.26147478,0.22061633,0.17660622,0.06914205
1260.00000000,0.27251650,0.22798608,0.17706986,0.07235038
1290.00000000,0.27845902,0.23389151,0.17902419,0.07434181
1320.00000000,0.27956998,0.23564037,0.17984939,0.07802682
1350.00000000,0.28268220,0.24433188,0.18758234,0.08018049
1380.00000000,0.28976392,0.24998692,0.19794003,0.08255956
1410.00000000,0.29434541,0.25723721,0.20515207,0.08717929
1440.00000000,0.29510884,0.26718814,0.21153864,0.08998021
1470.00000000,0.29998722,0.28233757,0.21623437,0.09555555
1500.00000000,0.30951374,0.29542609,0.22008124,0.09584042
1530.00000000,0.31710541,0.30742927,0.22335916,0.09697401
1560.00000000,0.33195418,0.32181621,0.22587318,0.09902621
1590.00000000,0.34265630,0.33237244,0.22680881,0.09981595
1620.00000000,0.35243017,0.33977666,0.23223470,0.10287219
1650.00000000,0.36008858,0.33993066,0.23847382,0.10444548
1680.00000000,0.36731094,0.34107136,0.24515959,0.10504958
1710.00000000,0.37634923,0.34232381,0.25251018,0.10798971
1740.00000000,0.37940983,0.34697402,0.25812324,0.11008745
1770.00000000,0.38427209,0.34869370,0.26012045,0.11467219
1800.00000000,0.38803734,0.35055655,0.26395074,0.11646999
1830.00000000,0.39032112,0.35140379,0.26979707,0.11918530
1860.00000000,0.39357820,0.35336380,0.27939868,0.12356983
1890.00000000,0.40382528,0.35364110,0.28914801,0.12379028
1920.00000000,0.41688105,0.35577975,0.30209384,0.12603886
1950.00000000,0.42331968,0.36340908,0.31282007,0.12938060
1980.00000000,0.42537407,0.37541985,0.32385456,0.13241127
2010.00000000,0.43154933,0.39391433,0.33373545,0.13484960
2040.00000000,0.43745551,0.40931397,0.34152836,0.13655014
2070.00000000,0.44926775,0.42501326,0.34540583,0.13655973
2100.00000000,0.45535310,0.43110608,0.34629395,0.13744037
2130.00000000,0.45952377,0.43318302,0.34679356,0.14003370
2160.00000000,0.46162015,0.43920551,0.34693189,0.14382147
2190.00000000,0.46754511,0.44555239,0.34971703,0.14702852
2220.00000000,0.47983207,0.45328078,0.35242810,0.14887601
2250.00000000,0.49189162,0.46227462,0.35563113,0.14901333
2280.00000000,0.50334229,0.47138895,0.35669044,0.15029037
2310.00000000,0.51477930,0.47753751,0.36335299,0.15166447
2340.00000000,0.53256736,0.48324285,0.37318880,0.15391139
2370.00000000,0.54505381,0.48427287,0.38286117,0.15569545
2400.00000000,0.55265856,0.48601247,0.39144353,0.15841266
2430.00000000,0.55689170,0.48679400,0.39630429,0.15982181
2460.00000000,0.55897940,0.48772041,0.39812519,0.16048141
2490.00000000,0.55932301,0.48920854,0.39815529,0.16165604
2520.00000000,0.56211087,0.49197856,0.39904531,0.16256390
2550.00000000,0.56298413,0.49468508,0.39981912,0.16517097
2580.00000000,0.56360892,0.49716274,0.40153543,0.16530751
2610.00000000,0.56385620,0.49718210,0.40258655,0.16658655
2640.00000000,0.56587457,0.49862383,0.40380661,0.17126671
2670.00000000,0.56959795,0.49942687,0.40722207,0.17237766
2700.00000000,0.57209612,0.50114257,0.40898205,0.17335517
2730.00000000,0.57865944,0.50396745,0.41122635,0.17484931
2760.00000000,0.58243475,0.50472986,0.41666477,0.17575002
2790.00000000,0.58441064,0.50679185,0.41938281,0.17706986
2820.00000000,0.58865839,0.50738237,0.42219310,0.17791678
2850.00000000,0.59038433,0.50778651,0.42602614,0.17961975
2880.00000000,0.59137438,0.51465080,0.43218697,0.17990635
2910.00000000,0.59146454,0.51731540,0.43550765,0.18047227
2940.00000000,0.59306402,0.52215749,0.43730229,0.18192023
2970.00000000,0.59505352,0.52837398,0.44010218,0.18334734
3000.00000000,0.59907592,0.53216500,0.44113284,0.18414661
3030.00000000,0.60691744,0.53960989,0.44147828,0.18419780
3060.00000000,0.61704916,0.54717060,0.44654195,0.18669045
3090.00000000,0.62829818,0.55542247,0.44933321,0.18689634
3120.00000000,0.63751301,0.55896266,0.45483189,0.18707229
3150.00000000,0.64850836,0.56398826,0.46038416,0.18748978
3180.00000000,0.66226614,0.57205865,0.46361702,0.18994431
3210.00000000,0.67017888,0.57538257,0.46864038,0.19037884
3240.00000000,0.67484867,0.57762907,0.47184364,0.19115881
3270.00000000,0.67858480,0.58028994,0.47536734,0.19360727
3300.00000000,0.68486703,0.58305293,0.47878364,0.19371020
3330.00000000,0.69026342,0.58516978,0.48136755,0.19440582
3360.00000000,0.69556174,0.58898744,0.48156768,0.19568636
3390.00000000,0.69958070,0.59556459,0.48558453,0.19714503
3420.00000000,0.70736425,0.60668650,0.48850423,0.19756370
3450.00000000,0.71737211,0.61881423,0.48986018,0.19832763
3480.00000000,0.72544118,0.62464246,0.49269514,0.19892176
3510.00000000,0.72997829,0.62958932,0.49616281,0.20279919
3540.00000000,0.73679895,0.63526267,0.50096478,0.20645384
3570.00000000,0.74632710,0.63836620,0.50719355,0.20664971
3600.00000000,0.75434974,0.63944795,0.51178811,0.20899603
