times, G0G1_phase_std, S_phase_std, G2M_phase_std, apoptotic_std, necrotic_std
3240.00000000,88.90584908,23.32573686,41.32553690,6.20080640,0.00000000
3270.00000000,93.49336875,40.98585122,41.97868507,5.33010319,0.00000000
3300.00000000,99.72943397,34.98299587,34.55430509,5.19230199,0.00000000
3330.00000000,107.95739901,35.01942318,29.79949664,8.60290649,0.00000000
3360.00000000,95.65505737,44.47471192,32.67108814,8.13695275,0.00000000
3390.00000000,100.15368191,50.54067669,37.93270357,8.77268488,0.00000000
3420.00000000,94.60914332,63.71852164,34.56023727,9.72625313,0.00000000
3450.00000000,101.72885530,57.39904180,35.76255024,15.50129027,0.00000000
3480.00000000,108.76897536,56.48902548,43.95452195,16.55928742,0.00000000
3510.00000000,117.11793202,53.99592577,49.69667997,17.91340280,0.00000000
3540.00000000,106.27327980,66.98686438,38.05206959,16.29877296,0.00000000
3570.00000000,108.00467582,74.78636239,41.14960510,16.26683743,0.00000000
3600.00000000,106.64258061,65.59756093,37.95853000,18.84250514,0.00000000
