times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1830.00000000,0.35382730,0.39771140,0.53339559
1860.00000000,0.35748751,0.40968946,0.54171344
1890.00000000,0.36427056,0.42346669,0.54870762
1920.00000000,0.37436613,0.44277385,0.55791921
1950.00000000,0.39309896,0.46450775,0.56092028
1980.00000000,0.40877777,0.48035701,0.56109073
2010.00000000,0.42143865,0.49421592,0.56228876
2040.00000000,0.43041108,0.49917935,0.56629776
2070.00000000,0.43997113,0.50615079,0.56888638
2100.00000000,0.44570144,0.50812230,0.57264518
2130.00000000,0.44711957,0.50936169,0.57282391
2160.00000000,0.44853338,0.51061037,0.57298903
2190.00000000,0.45086338,0.51314499,0.57785365
2220.00000000,0.45600565,0.51564306,0.58549399
2250.00000000,0.45609712,0.51878349,0.58872590
2280.00000000,0.45730763,0.51927125,0.58944865
2310.00000000,0.45752924,0.52066220,0.59061800
2340.00000000,0.45796915,0.52308585,0.59260174
2370.00000000,0.46342494,0.52572388,0.59541949
2400.00000000,0.46925671,0.52798404,0.59899111
2430.00000000,0.47435392,0.52944404,0.60262832
2460.00000000,0.48096530,0.53447915,0.60420461
2490.00000000,0.49559497,0.54410595,0.60920748
2520.00000000,0.51159010,0.54994847,0.61936009
2550.00000000,0.52410019,0.55356969,0.62824896
2580.00000000,0.53207127,0.55696419,0.63282553
2610.00000000,0.53322690,0.55962301,0.63663998
2640.00000000,0.53327317,0.56327444,0.64024514
2670.00000000,0.53498349,0.56380295,0.64142695
2700.00000000,0.53558493,0.56460657,0.64162914
2730.00000000,0.53719125,0.56642339,0.64183963
2760.00000000,0.54256321,0.56793462,0.64570036
2790.00000000,0.55440668,0.57278484,0.65269361
2820.00000000,0.56766218,0.57476043,0.66397352
2850.00000000,0.57572233,0.57477558,0.67204881
2880.00000000,0.58443839,0.57693688,0.67860356
2910.00000000,0.58840995,0.57957759,0.68521582
2940.00000000,0.59775752,0.58008829,0.69405269
2970.00000000,0.60172122,0.58271464,0.69539003
3000.00000000,0.60202325,0.58543954,0.69841696
3030.00000000,0.60233419,0.58572590,0.69844156
3060.00000000,0.60546402,0.58826310,0.69903419
3090.00000000,0.60875799,0.59086477,0.69972648
3120.00000000,0.61276986,0.59160679,0.70448037
3150.00000000,0.61797121,0.59166691,0.70974183
3180.00000000,0.62418059,0.59364563,0.71792993
3210.00000000,0.62858309,0.59744861,0.72613541
3240.00000000,0.63194601,0.59858068,0.73063039
3270.00000000,0.63599157,0.59906232,0.73515759
3300.00000000,0.64243057,0.60137789,0.73928103
3330.00000000,0.64721246,0.60579015,0.73965066
3360.00000000,0.65406680,0.61126256,0.74103259
3390.00000000,0.66030531,0.61562176,0.74291190
3420.00000000,0.66791571,0.62252418,0.74361989
3450.00000000,0.67512268,0.62904243,0.74430860
3480.00000000,0.67846900,0.63125121,0.74544614
3510.00000000,0.68582405,0.63533486,0.74871755
3540.00000000,0.69187096,0.63648325,0.75361605
3570.00000000,0.69264951,0.63779219,0.75570353
3600.00000000,0.69336188,0.63892767,0.75755137
