times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1950.00000000,0.35552297,0.47971445,0.38637689
1980.00000000,0.36378496,0.49583275,0.39423320
2010.00000000,0.37765624,0.51338525,0.39791442
2040.00000000,0.38880649,0.52612290,0.39950182
2070.00000000,0.39956262,0.53986241,0.40248519
2100.00000000,0.40484143,0.54991072,0.40725469
2130.00000000,0.40521658,0.55079538,0.40776420
2160.00000000,0.40781799,0.55109859,0.41066882
2190.00000000,0.41046595,0.55338762,0.41102774
2220.00000000,0.41238678,0.55634169,0.41206099
2250.00000000,0.41972820,0.55986843,0.41587567
2280.00000000,0.42459368,0.56388839,0.41672120
2310.00000000,0.43078962,0.57437865,0.42101552
2340.00000000,0.44048648,0.58595342,0.42289343
2370.00000000,0.45138666,0.59936423,0.42540406
2400.00000000,0.46402293,0.61276457,0.42616812
2430.00000000,0.47603433,0.62444436,0.42649972
2460.00000000,0.48179651,0.63076773,0.42706092
2490.00000000,0.48773124,0.63641824,0.42734514
2520.00000000,0.49494140,0.64072283,0.43025071
2550.00000000,0.50098554,0.64323626,0.43378143
2580.00000000,0.51062823,0.64890797,0.43775241
2610.00000000,0.52348705,0.65476829,0.44475090
2640.00000000,0.53868261,0.66183108,0.45288367
2670.00000000,0.54391182,0.66400659,0.45593737
2700.00000000,0.54753575,0.66742738,0.45614052
2730.00000000,0.55471472,0.67061065,0.46013622
2760.00000000,0.56080774,0.67312318,0.46371671
2790.00000000,0.56444830,0.67478143,0.46569902
2820.00000000,0.56773636,0.67502096,0.46922662
2850.00000000,0.57032208,0.67645359,0.47037970
2880.00000000,0.57354595,0.68078321,0.47148544
2910.00000000,0.57725167,0.68116979,0.47557774
2940.00000000,0.58148629,0.68227652,0.48091908
2970.00000000,0.58550854,0.68540356,0.48806836
3000.00000000,0.58950098,0.68959777,0.49625500
3030.00000000,0.59330153,0.69357811,0.50403591
3060.00000000,0.59832793,0.69871426,0.51419845
3090.00000000,0.60129036,0.70253278,0.52097940
3120.00000000,0.60399195,0.70513540,0.52628360
3150.00000000,0.60625440,0.70523376,0.52844771
3180.00000000,0.60726365,0.70846679,0.53268999
3210.00000000,0.60981864,0.71100578,0.53778396
3240.00000000,0.61219298,0.71104376,0.54019628
3270.00000000,0.61695963,0.71523814,0.54076855
3300.00000000,0.62201477,0.72000328,0.54105854
3330.00000000,0.62590990,0.72270595,0.54225102
3360.00000000,0.63109418,0.72723172,0.54290953
3390.00000000,0.63780827,0.73206756,0.54478777
3420.00000000,0.64513052,0.73447366,0.54970393
3450.00000000,0.64971508,0.73602508,0.55583991
3480.00000000,0.65459456,0.73728215,0.56197646
3510.00000000,0.65766319,0.73845251,0.56621544
3540.00000000,0.66071694,0.74167648,0.57249317
3570.00000000,0.66336282,0.74553275,0.57899531
3600.00000000,0.66914914,0.74722929,0.58647817
