times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
2760.00000000,0.37471278,0.40443179,0.46940876
2790.00000000,0.37924705,0.40604754,0.47232726
2820.00000000,0.38401023,0.40703168,0.47610631
2850.00000000,0.38733435,0.40830392,0.47815819
2880.00000000,0.39294220,0.41229976,0.47977021
2910.00000000,0.39324333,0.41277732,0.48054890
2940.00000000,0.39630774,0.41459948,0.48179116
2970.00000000,0.40070231,0.41859916,0.48218605
3000.00000000,0.40499360,0.42132451,0.48375197
3030.00000000,0.41087878,0.42675472,0.48420695
3060.00000000,0.41779352,0.43203447,0.48584194
3090.00000000,0.42378851,0.43623399,0.48763740
3120.00000000,0.42948411,0.43644081,0.49353982
3150.00000000,0.43502858,0.43744505,0.50008853
3180.00000000,0.44164825,0.43786798,0.50713113
3210.00000000,0.44482872,0.43953461,0.51197824
3240.00000000,0.44766953,0.44053436,0.51581878
3270.00000000,0.44925978,0.44097559,0.51696779
3300.00000000,0.44951980,0.44218733,0.51843956
3330.00000000,0.45082164,0.44606936,0.52362344
3360.00000000,0.45369201,0.44776337,0.52818781
3390.00000000,0.45531823,0.45027297,0.53232364
3420.00000000,0.45745563,0.45591775,0.53583102
3450.00000000,0.46145147,0.46274216,0.53865959
3480.00000000,0.46380324,0.46767499,0.54124065
3510.00000000,0.46971676,0.47521322,0.54286536
3540.00000000,0.47454028,0.48235584,0.54518446
3570.00000000,0.47598929,0.48772987,0.54910948
3600.00000000,0.47761759,0.49287719,0.55262850
