times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1440.00000000,0.68341977,0.76586556,0.47878655
1470.00000000,0.72570390,0.79199173,0.49494450
1500.00000000,0.76983414,0.81288683,0.51817965
1530.00000000,0.78422047,0.81788328,0.52756953
1560.00000000,0.79721204,0.82502792,0.53341646
1590.00000000,0.80255346,0.82639588,0.54012585
1620.00000000,0.80625058,0.83864236,0.54867521
1650.00000000,0.81308783,0.85748330,0.56067889
1680.00000000,0.82093074,0.88185144,0.57720411
1710.00000000,0.82669645,0.90782978,0.59741674
1740.00000000,0.84317945,0.91570145,0.60602808
1770.00000000,0.85062844,0.91886677,0.61664238
1800.00000000,0.86197183,0.91913596,0.62771658
1830.00000000,0.86351659,0.92334517,0.63038103
1860.00000000,0.86859542,0.92767713,0.63112791
1890.00000000,0.88218956,0.93227166,0.64012752
1920.00000000,0.89846076,0.93425677,0.65441360
1950.00000000,0.90062208,0.93629126,0.65860940
1980.00000000,0.90978837,0.95131063,0.66446249
2010.00000000,0.91629093,0.96198619,0.66863549
2040.00000000,0.92107744,0.97282984,0.67469263
2070.00000000,0.92218659,0.98707118,0.69004311
2100.00000000,0.92297417,1.00551152,0.70927103
2130.00000000,0.93387848,1.02750634,0.72036155
2160.00000000,0.94081118,1.04593227,0.73185478
2190.00000000,0.95156909,1.07009627,0.74526087
2220.00000000,0.95358622,1.08569437,0.75884184
2250.00000000,0.95587904,1.09694800,0.76780265
2280.00000000,0.96111490,1.11435749,0.77997628
2310.00000000,0.97790797,1.12519008,0.78593676
2340.00000000,0.99318228,1.13264338,0.79375776
2370.00000000,1.00248445,1.14089143,0.79481188
2400.00000000,1.00444913,1.14302813,0.79891326
2430.00000000,1.00930253,1.14368900,0.80442753
2460.00000000,1.01238390,1.14494817,0.80624973
2490.00000000,1.01599773,1.14518271,0.80962904
2520.00000000,1.01919808,1.14806758,0.80994451
2550.00000000,1.02635570,1.15255071,0.81261900
2580.00000000,1.02912582,1.16039479,0.81769296
2610.00000000,1.03293187,1.16276821,0.82387243
2640.00000000,1.03332430,1.17041836,0.83191502
2670.00000000,1.03740225,1.17105065,0.83662526
2700.00000000,1.04075155,1.17285404,0.83817117
2730.00000000,1.05424425,1.18679813,0.83862258
2760.00000000,1.07810446,1.20595085,0.84333008
2790.00000000,1.08936783,1.21344624,0.84709805
2820.00000000,1.09660385,1.21536241,0.85241790
2850.00000000,1.10103580,1.21762773,0.85911516
2880.00000000,1.10774017,1.21895329,0.86714510
2910.00000000,1.11410553,1.22773770,0.88229487
2940.00000000,1.11764236,1.24428727,0.89530759
2970.00000000,1.11924388,1.25117831,0.90059711
3000.00000000,1.13401677,1.26289031,0.90365799
3030.00000000,1.13752133,1.26461728,0.90543557
3060.00000000,1.14235017,1.27888786,0.91487729
3090.00000000,1.15112341,1.29147116,0.91868735
3120.00000000,1.16479998,1.30478026,0.91905481
3150.00000000,1.17105382,1.31394688,0.92196759
3180.00000000,1.17219404,1.31591168,0.92279216
3210.00000000,1.17922621,1.31894446,0.92679155
3240.00000000,1.18703420,1.32361498,0.92992902
3270.00000000,1.19900951,1.33368265,0.93183666
3300.00000000,1.21453818,1.34351758,0.93753040
3330.00000000,1.22839464,1.35177499,0.94312946
3360.00000000,1.23906833,1.35747628,0.94810186
3390.00000000,1.25701025,1.37187885,0.95164121
3420.00000000,1.27097346,1.38323695,0.95424633
3450.00000000,1.27636481,1.38532525,0.95754938
3480.00000000,1.27812943,1.38948364,0.96347240
3510.00000000,1.28054599,1.39429471,0.97070002
3540.00000000,1.28188317,1.39733676,0.97507924
3570.00000000,1.28350490,1.40454760,0.98391181
3600.00000000,1.28955570,1.42143397,0.99474739
